tambahbrelet,,
B. Sc (Hons) in Sociology with Computing,00497,2
B. Sc (Hons) in Sociology with Criminal Justice,00498,2
B. Sc (Hons) in Sociology with Economics (Applied),00499,2
B. Sc (Hons) in Sociology with Geography,00500,2
B. Sc (Hons) in Sociology with Human Biology,00501,2
B. Sc (Hons) in Statistics,00502,2
B. Sc (Hons) in Statistics and Surveying and Mapping Science,00503,2
B. Sc (Hons) in Theorectical Physics,00504,2
B. Sc (Hons) Marine Technology with Maritime History,00505,2
B. Sc (Hons) or (Pass) in Town and Regional Planning,00506,2
B. Sc (Information Science),00507,2
B. Sc in (Human Genetics),00508,2
B. Sc. (Hons) Business Information Technology with Accounting 3+0 in collaboration with Coventry Uni,00509,2
"B. Sc. (Hons) Business Information Technology with Accounting 3+0 in collaboration with Coventry University, UK",00510,2
B. Sc. (Hons) Business Information Technology with International Business 3+0 in collaboration with,00511,2
B. Sc. (Hons) Degree in Quantity Surveying,00512,2
B. Sc. (Hons) in  Quantity Surveying,00513,2
B. Sc. (Hons/Ordinary) in Town Planning plus Postgraduate Diploma),00514,2
B. Sc. Degree In Valuation And Estate Management and Diploma in Land Administration berserta Diploma in Land Administration,00515,2
B. Sc. in Building Surveying,00516,2
B. Sc. in Electrical and Computer Engineering/B.Sc. in Electronic and Computer Engineering,00517,2
B. Sc. in Environmental Planning plus Postgraduate Diploma,00518,2
B. Sc. in Estate Management berserta Diploma in Estate Management,00519,2
B. Sc. in Land Surveying Sciences (Hons),00520,2
B. Sc. in Property (syllabus 1986),00521,2
B. Sc. in Town Planning Studies plus Diploma,00522,2
B. Sc. in Urban Land Economics berserta Diploma in Estate and General Surveying,00523,2
B. Sc.(Hons) in Plant Sciences,00524,2
B. Sc.in Estate Management,00525,2
B. Tech. (Food Technology),00526,2
B.(Hons)in Applied Physics With Business Management,00527,2
B.(Hons)in Construction Management,00528,2
B.A  (Hons) in Law/Criminology,00529,2
B.A  (Hons) in Law/French,00530,2
"B.A (Hons) Accounting 3+0 collaboration with Sheffield Hallam University, UK",00531,2
"B.A (Hons) Accounting and Financial Analysis secara kerjasama dengan Anglia Ruskin University, U.K",00532,2
"B.A (Hons) Advertising and Brand Management 3+0 in collaboration with Staffordshire University, United Kingdom",00533,2
"B.A (Hons) Animation 3+0 in collaboration with Staffordshire University, United Kingdom",00534,2
B.A (Hons) Architecture Studies,00535,2
"B.A (Hons) Corporate Management secara kerjasama dengan Anglia Ruskin University, U.K",00536,2
B.A (Hons) Event Management,00537,2
B.A (Hons) Graphic Design,00538,2
"B.A (Hons) in Accounting 3+0 in collaboration with University of Hertfordshire, UK",00539,2
B.A (Hons) in Accounting and Business,00540,2
B.A (Hons) in Accounting and Computing,00541,2
B.A (Hons) in Accounting and Finance,00542,2
B.A (Hons) in Accounting and Financial Management/Economics,00543,2
B.A (Hons) in Accounting and Financial Management/Information Management  ,00544,2
B.A (Hons) in Accounting and Financial Management/Mathematics,00545,2
B.A (Hons) in Accounting and Law (4 years),00546,2
B.A (Hons) in Accounting and Mathematics,00547,2
B.A (Hons) in Accounting with Law,00548,2
"B.A (Hons) in Afro-Portuguese, Brazilian and Religious Studies",00549,2
B.A (Hons) in Agriculture Economics,00550,2
B.A (Hons) in American and English Studies,00551,2
B.A (Hons) in American and Latin-American Studies,00552,2
B.A (Hons) in American and Russian Studies (4 years),00553,2
B.A (Hons) in American and Spanish-American Studies,00554,2
B.A (Hons) in American Studies (History) (4 years),00555,2
B.A (Hons) in American Studies (Literature)(4 years),00556,2
B.A (Hons) in American Studies (Social Studies) (4 years),00557,2
B.A (Hons) in American Studies amd Philosophy,00558,2
B.A (Hons) in American Studies and History,00559,2
B.A (Hons) in Analysis of Science and Technology,00560,2
B.A (Hons) in Ancient History and Archaeology,00561,2
B.A (Hons) in Ancient History and History,00562,2
B.A (Hons) in Ancient History and Latin,00563,2
B.A (Hons) in Any area of Study,00564,2
B.A (Hons) in Applied Psychology,00565,2
B.A (Hons) in Arabic and French,00566,2
B.A (Hons) in Arabic and German,00567,2
B.A (Hons) in Arabic and Italian,00568,2
B.A (Hons) in Arabic and Linguistics,00569,2
B.A (Hons) in Arabic and Russian,00570,2
B.A (Hons) in Arabic and Spanish,00571,2
B.A (Hons) in Archaelogy and English Language,00572,2
B.A (Hons) in Archaelogy and History,00573,2
B.A (Hons) in Archaelogy and Latin,00574,2
B.A (Hons) in Archaeology and Classical Civilisation,00575,2
B.A (Hons) in Archaeology and Geography,00576,2
B.A (Hons) in Archaeology and History,00577,2
B.A (Hons) in Archaeology and Iberian Studies,00578,2
B.A (Hons) in Archaeology and Prehistory,00579,2
B.A (Hons) in Archeology,00580,2
B.A (Hons) in Architectural Design and Management,00581,2
B.A (Hons) in Architectural Studies,00582,2
B.A (Hons) in Architecture,00583,2
B.A (Hons) in Architecture and Landscape,00584,2
B.A (Hons) in Art and Archaeology of the Ancient World,00585,2
B.A (Hons) in Art and Design,00586,2
B.A (Hons) in Art History and English Studies,00587,2
B.A (Hons) in Art History and Fine Art,00588,2
B.A (Hons) in Art History and German,00589,2
B.A (Hons) in Art History and Information Studies,00590,2
B.A (Hons) in Art History with Contemporary History,00591,2
B.A (Hons) in Art History with Education Studies,00592,2
B.A (Hons) in Art History with English,00593,2
B.A (Hons) in Art History with Heritage and Landscape,00594,2
B.A (Hons) in Art History with Media Arts,00595,2
B.A (Hons) in Art History with Theatre Arts &Performance Studies,00596,2
B.A (Hons) in Art History with Visual Arts,00597,2
"B.A (Hons) in Art, Design and Media",00598,2
"B.A (Hons) in Art, Design and Media (4 years)",00599,2
B.A (Hons) in Artificial Intelligence,00600,2
"B.A (Hons) in Arts, Humanities and Social Sciences Integrated Degree course (4 years)",00601,2
B.A (Hons) in Biblical Studies,00602,2
B.A (Hons) in Biblical Studies/English,00603,2
B.A (Hons) in Biblical Studies/German,00604,2
B.A (Hons) in Biblical Studies/Linguistics,00605,2
B.A (Hons) in Biblical Studies/Music,00606,2
B.A (Hons) in Biblical Studies/Philosophy,00607,2
B.A (Hons) in Business Administration,00608,2
B.A (Hons) in Business Administration (HND top-up),00609,2
B.A (Hons) in Business Administration (shortened),00610,2
"B.A (Hons) in Business Administration 3+0 in collaboration with University of Hertfordshire, UK",00611,2
"B.A (Hons) in Business Administration 3+0 In Collaboration With University of Herthfordshire, UK",00612,2
B.A (Hons) in Business and Legal Studies,00613,2
B.A (Hons) in Business Communication,00614,2
B.A (Hons) in Business Computing,00615,2
B.A (Hons) in Business Computing Foundation,00616,2
B.A (Hons) in Business Computing with French,00617,2
B.A (Hons) in Business Computing with German,00618,2
B.A (Hons) in Business Computing with Spanish,00619,2
B.A (Hons) in Business Economics,00620,2
B.A (Hons) in Business Education (2 years),00621,2
B.A (Hons) in Business Education (4 years),00622,2
B.A (Hons) in Business Entrepreneurship and Development,00623,2
"B.A (Hons) in Business Information Technology 3+0 in collaboration with Conventry University, UK",00624,2
B.A (Hons) in Business Logistics Management,00625,2
B.A (Hons) in Business Management,00626,2
