KOD IPT,KOD  PROGRAM (5 digit),KOD PERINGKAT Kelulusan,Kod Kategori
01297,16610,2,2
01297,16612,2,2
01297,16941,2,2
01297,17023,2,2
01297,17856,4,2
01297,18902,4,2
01297,19267,4,2
01297,19268,4,2
01297,19539,4,2
01297,20291,6,2
01297,20292,6,2
01297,20313,6,2
01297,21924,4,2
01298,15028,2,2
01298,16483,2,2
01298,00128,4,2
01298,00509,4,2
01298,00510,4,2
01298,00511,4,2
01298,04285,4,2
01298,09528,4,2
01298,09544,4,2
01298,09563,4,2
01298,09870,4,2
01298,10570,4,2
01298,11087,4,2
01298,11088,4,2
01298,11098,4,2
01298,12271,4,2
01298,13165,4,2
01298,14543,2,2
01298,14551,2,2
01298,14614,2,2
01298,14650,2,2
01298,14660,2,2
01298,14748,2,2
01298,15481,2,2
01298,15967,2,2
01298,16150,2,2
01298,16225,2,2
01298,16241,2,2
01298,16440,2,2
01298,16447,2,2
01298,16449,2,2
01298,16461,2,2
01298,17396,7,2
01298,18306,4,2
01298,19482,4,2
01298,19511,4,2
01298,19747,4,2
01298,19749,4,2
01298,20313,6,2
01298,20316,6,2
01298,20592,2,2
01298,22153,4,2
01299,10868,4,2
01299,15401,2,2
01299,16494,2,2
01299,17997,4,2
01299,18764,4,2
01299,21095,4,2
01299,21434,4,2
01299,21853,4,2
01300,10520,4,2
01300,14614,2,2
01300,15015,2,2
01300,15938,2,2
01300,16021,2,2
01300,16109,2,2
01300,16147,2,2
01300,16205,2,2
01300,16371,2,2
01300,16584,2,2
01300,16586,2,2
01300,16588,2,2
01300,16602,2,2
01300,18734,4,2
01300,18738,4,2
01300,19602,4,2
01300,21220,4,2
01300,21990,4,2
01300,22271,6,2
01301,03697,4,2
01301,09918,4,2
01301,14382,2,2
01301,14409,2,2
01301,14547,2,2
01301,14560,2,2
01301,14607,2,2
01301,14650,2,2
01301,14705,2,2
01301,14743,2,2
01301,14770,2,2
01301,14825,2,2
01301,14837,2,2
01301,14870,2,2
01301,14892,2,2
01301,14908,2,2
01301,15178,2,2
01301,15462,2,2
01301,15697,2,2
01301,15827,2,2
01301,16044,2,2
01301,16069,2,2
01301,16206,2,2
01301,16224,2,2
01301,16306,2,2
01301,16354,2,2
01301,16356,2,2
01301,16440,2,2
01301,16604,2,2
01301,16610,2,2
01301,16941,2,2
01301,17844,6,2
01301,17885,4,2
01301,18181,4,2
01301,18233,4,2
01301,18302,4,2
01301,18303,4,2
01301,18408,4,2
01301,18510,4,2
01301,18616,4,2
01301,18630,4,2
01301,18631,4,2
01301,18633,4,2
01301,18634,4,2
01301,18637,4,2
01301,18639,4,2
01301,18682,4,2
01301,18771,4,2
01301,18777,4,2
01301,19481,4,2
01301,19483,4,2
01301,19484,4,2
01301,19592,4,2
01301,19868,6,2
01301,20072,6,2
01302,19304,4,2
01302,10013,4,2
01302,10398,4,2
01302,10680,4,2
01302,11641,4,2
01302,14295,2,2
01302,14309,2,2
01302,14311,2,2
01302,14312,2,2
01302,14402,2,2
01302,14627,2,2
01302,14648,2,2
01302,14819,2,2
01302,14820,2,2
01302,14821,2,2
01302,14822,2,2
01302,14823,2,2
01302,14896,2,2
01302,14897,2,2
01302,14898,2,2
01302,14986,2,2
01302,15121,2,2
01302,15122,2,2
01302,15123,2,2
01302,15349,2,2
01302,15352,2,2
01302,15384,2,2
01302,15635,2,2
01302,16155,2,2
01302,16157,2,2
01302,16171,2,2
01302,16174,2,2
01302,16343,2,2
01302,16589,2,2
01302,16715,2,2
01302,16792,2,2
01302,16794,2,2
01302,16915,2,2
01302,16941,2,2
01302,16977,2,2
01302,17104,2,2
01302,17678,2,2
01302,17679,2,2
01302,17708,2,2
01302,18799,4,2
01302,19260,4,2
01302,19287,4,2
01302,19678,4,2
01302,19692,4,2
01302,19701,4,2
01302,19715,4,2
01302,19716,4,2
01302,19717,4,2
01302,19723,4,2
01302,20474,6,2
01302,20475,6,2
01302,22060,4,2
01303,01750,4,2
01303,01820,4,2
01303,04288,4,2
01303,09342,4,2
01303,09558,4,2
01303,09567,4,2
01303,10565,4,2
01303,10787,4,2
01303,10917,4,2
01303,11081,4,2
01303,11095,4,2
01303,11153,4,2
01303,12058,4,2
01303,12335,4,2
01303,14296,2,2
01303,14299,2,2
01303,14302,2,2
01303,14303,2,2
01303,14322,2,2
01303,14326,2,2
01303,14327,2,2
01303,14328,2,2
01303,14329,2,2
01303,14331,2,2
01303,14333,2,2
01303,14334,2,2
01303,14335,2,2
01303,14338,2,2
01303,14339,2,2
01303,14547,2,2
01303,14550,2,2
01303,14575,2,2
01303,14594,2,2
01303,14607,2,2
01303,14614,2,2
01303,14650,2,2
01303,14686,2,2
01303,14711,2,2
01303,14717,2,2
01303,14775,2,2
01303,14812,2,2
01303,14879,2,2
01303,14944,2,2
01303,15001,2,2
01303,15020,2,2
01303,15038,2,2
01303,15066,2,2
01303,15079,2,2
01303,15284,2,2
01303,15648,2,2
01303,16153,2,2
01303,16168,2,2
01303,16192,2,2
01303,16206,2,2
01303,16224,2,2
01303,16265,2,2
01303,16371,2,2
01303,16452,2,2
01303,16464,2,2
01303,16613,2,2
01303,17136,2,2
01303,17620,7,2
01303,17712,2,2
01303,17873,4,2
01303,18026,4,2
01303,18603,4,2
01303,18606,4,2
01303,18629,4,2
01303,18642,4,2
01303,18646,4,2
01303,18682,4,2
01303,18749,4,2
01303,18856,4,2
01303,21340,4,2
01303,21341,4,2
01303,21343,4,2
01303,22312,6,2
01304,09531,4,2
01304,10401,4,2
01304,10917,4,2
01305,15705,2,2
01305,15983,2,2
01305,16644,2,2
01305,16708,2,2
01305,04273,4,2
01305,04287,4,2
01305,04519,4,2
01305,09418,4,2
01305,09422,4,2
01305,09528,4,2
01305,09818,4,2
01305,09836,4,2
01305,09837,4,2
01305,09871,4,2
01305,09996,4,2
01305,10045,4,2
01305,10460,4,2
01305,10467,4,2
01305,10511,4,2
01305,10550,4,2
01305,10552,4,2
01305,10590,4,2
01305,10714,4,2
01305,10718,4,2
01305,10916,4,2
01305,11264,4,2
01305,11504,4,2
01305,14488,2,2
01305,14489,2,2
01305,14569,2,2
01305,14595,2,2
01305,14600,2,2
01305,14610,2,2
01305,14639,2,2
01305,14651,2,2
01305,14652,2,2
01305,14654,2,2
01305,14672,2,2
01305,14680,2,2
01305,14726,2,2
01305,14769,2,2
01305,14835,2,2
01305,14836,2,2
01305,14843,2,2
01305,14845,2,2
01305,14847,2,2
01305,14848,2,2
01305,14856,2,2
01305,14857,2,2
01305,14871,2,2
01305,14890,2,2
01305,14912,2,2
01305,14914,2,2
01305,14930,2,2
01305,15001,2,2
01305,15004,2,2
01305,15007,2,2
01305,15010,2,2
01305,15011,2,2
01305,15012,2,2
01305,15020,2,2
01305,15031,2,2
01305,15437,2,2
01305,15442,2,2
01305,15484,2,2
01305,15485,2,2
01305,15486,2,2
01305,15487,2,2
01305,15488,2,2
01305,15489,2,2
01305,15490,2,2
01305,15491,2,2
01305,15492,2,2
01305,15493,2,2
01305,15494,2,2
01305,15495,2,2
01305,15496,2,2
01305,15526,2,2
01305,15527,2,2
01305,15535,2,2
01305,15536,2,2
01305,15537,2,2
01305,15538,2,2
01305,15539,2,2
01305,15540,2,2
01305,15544,2,2
01305,15549,2,2
01305,15550,2,2
01305,15551,2,2
01305,15553,2,2
01305,15555,2,2
01305,15557,2,2
01305,15561,2,2
01305,15562,2,2
01305,15563,2,2
01305,15564,2,2
01305,15565,2,2
01305,15566,2,2
01305,15572,2,2
01305,15573,2,2
01305,15574,2,2
01305,15578,2,2
01305,15586,2,2
01305,15587,2,2
01305,15588,2,2
01305,15589,2,2
01305,15592,2,2
01305,15593,2,2
01305,15594,2,2
01305,15595,2,2
01305,15596,2,2
01305,15597,2,2
01305,15598,2,2
01305,15599,2,2
01305,15600,2,2
01305,15601,2,2
01305,15602,2,2
01305,15603,2,2
01305,15606,2,2
01305,15607,2,2
01305,15608,2,2
01305,15609,2,2
01305,15610,2,2
01305,15612,2,2
01305,15613,2,2
01305,15614,2,2
01305,15615,2,2
01305,15622,2,2
01305,15626,2,2
01305,15665,2,2
01305,15674,2,2
01305,15675,2,2
01305,15703,2,2
01305,15888,2,2
01305,15889,2,2
01305,15890,2,2
01305,15891,2,2
01305,15893,2,2
01305,15894,2,2
01305,15895,2,2
01305,15896,2,2
01305,15897,2,2
01305,15898,2,2
01305,15900,2,2
01305,15901,2,2
01305,15902,2,2
01305,15904,2,2
01305,15905,2,2
01305,15906,2,2
01305,15908,2,2
01305,15909,2,2
01305,15910,2,2
01305,15911,2,2
01305,15912,2,2
01305,15913,2,2
01305,15939,2,2
01305,15948,2,2
01305,15981,2,2
01305,15982,2,2
01305,15984,2,2
01305,16009,2,2
01305,16011,2,2
01305,16012,2,2
01305,16083,2,2
01305,16151,2,2
01305,16263,2,2
01305,16264,2,2
01305,16273,2,2
01305,16274,2,2
01305,16275,2,2
01305,16276,2,2
01305,16277,2,2
01305,16278,2,2
01305,16401,2,2
01305,16402,2,2
01305,16404,2,2
01305,16406,2,2
01305,16407,2,2
01305,16408,2,2
01305,16409,2,2
01305,16410,2,2
01305,16411,2,2
01305,16412,2,2
01305,16413,2,2
01305,16414,2,2
01305,16415,2,2
01305,16416,2,2
01305,16417,2,2
01305,16418,2,2
01305,16419,2,2
01305,16420,2,2
01305,16489,2,2
01305,16507,2,2
01305,16510,2,2
01305,16511,2,2
01305,16613,2,2
01305,16636,2,2
01305,16639,2,2
01305,16643,2,2
01305,16645,2,2
01305,16695,2,2
01305,16696,2,2
01305,16697,2,2
01305,16698,2,2
01305,16699,2,2
01305,16700,2,2
01305,16701,2,2
01305,16702,2,2
01305,16703,2,2
01305,16704,2,2
01305,16705,2,2
01305,16706,2,2
01305,16707,2,2
01305,17062,2,2
01305,17063,2,2
01305,20281,6,2
01305,20289,6,2
01305,20354,6,2
01305,20356,6,2
01305,20369,6,2
01305,20387,6,2
01305,20437,6,2
01305,20441,6,2
01305,20491,6,2
01305,20894,4,2
01305,20898,4,2
01305,21108,4,2
01305,21109,4,2
01305,21116,4,2
01305,21117,4,2
01305,21120,4,2
01305,21121,4,2
01305,21122,4,2
01305,21123,4,2
01305,21125,4,2
01305,21126,4,2
01305,21151,4,2
01305,21152,4,2
01305,21257,4,2
01305,21258,4,2
01305,21259,4,2
01305,21273,4,2
01305,21274,4,2
01305,21278,4,2
01305,21279,4,2
01305,21291,4,2
01305,21292,4,2
01305,21312,4,2
01305,21313,4,2
01305,21321,4,2
01305,21357,4,2
01305,21395,4,2
01305,21396,4,2
01305,21400,4,2
01305,21403,4,2
01305,21404,4,2
01305,21405,4,2
01305,21408,4,2
01305,21409,4,2
01305,21410,4,2
01305,21411,4,2
01305,21412,4,2
01305,21413,4,2
01305,21414,4,2
01305,21415,4,2
01305,21416,4,2
01305,21417,4,2
01305,21509,4,2
01305,21515,4,2
01305,21516,4,2
01305,21526,4,2
01305,21527,4,2
01305,21531,4,2
01305,21551,4,2
01305,21552,4,2
01305,21558,4,2
01305,21560,4,2
01305,21563,4,2
01305,21564,4,2
01305,21764,4,2
01305,21765,4,2
01305,21770,4,2
01305,21771,4,2
01305,21862,4,2
01305,21863,4,2
01305,22008,4,2
01305,22009,4,2
01305,22010,4,2
01305,22011,4,2
01305,22018,4,2
01305,22019,4,2
01305,22149,4,2
01305,22150,4,2
01305,22154,4,2
01305,22155,4,2
01305,22158,4,2
01305,22159,4,2
01305,22197,4,2
01305,22312,6,2
01306,17136,7,2
01306,21321,4,2
01306,21364,4,2
01306,21545,4,2
01306,22312,6,2
01307,15735,2,2
01307,16079,2,2
01307,16480,2,2
01307,04017,4,2
01307,09764,4,2
01307,10755,4,2
01307,14497,2,2
01307,15038,2,2
01307,15063,2,2
01307,15079,2,2
01307,15099,2,2
01307,15101,2,2
01307,15102,2,2
01307,15476,2,2
01307,15477,2,2
01307,15483,2,2
01307,15497,2,2
01307,15713,2,2
01307,15720,2,2
01307,15882,2,2
01307,15921,2,2
01307,15928,2,2
01307,15929,2,2
01307,15964,2,2
01307,15966,2,2
01307,15975,2,2
01307,16027,2,2
01307,16028,2,2
01307,16109,2,2
01307,16117,2,2
01307,16165,2,2
01307,16177,2,2
01307,16224,2,2
01307,16265,2,2
01307,16379,2,2
01307,16397,2,2
01307,16427,2,2
01307,16446,2,2
01307,16455,2,2
01307,16457,2,2
01307,16504,2,2
01307,16505,2,2
01307,16544,2,2
01307,16563,2,2
01307,16564,2,2
01307,16613,2,2
01307,16622,2,2
01307,16633,2,2
01307,16941,2,2
01307,16983,2,2
01307,16990,2,2
01307,17108,2,2
01307,17954,4,2
01307,18023,4,2
01307,18287,4,2
01307,18664,4,2
01307,18777,4,2
01307,19736,4,2
01307,21361,4,2
01308,16454,2,2
01308,16466,2,2
01308,15127,2,2
01308,15144,2,2
01308,15146,2,2
01308,15160,2,2
01308,15162,2,2
01308,15164,2,2
01308,15243,2,2
01308,15244,2,2
01308,15263,2,2
01308,15323,2,2
01308,15324,2,2
01308,15345,2,2
01308,15391,2,2
01308,15418,2,2
01308,15445,2,2
01308,15454,2,2
01308,15462,2,2
01308,15697,2,2
01308,15907,2,2
01308,16019,2,2
01308,16069,2,2
01308,16095,2,2
01308,16158,2,2
01308,16177,2,2
01308,16224,2,2
01308,16440,2,2
01308,16941,2,2
01308,18233,4,2
01308,18616,4,2
01308,19858,6,2
01308,21264,4,2
01308,22001,4,2
01309,14385,2,2
01309,15038,2,2
01309,15641,2,2
01309,15948,2,2
01309,15989,2,2
01309,16109,2,2
01309,16224,2,2
01309,16530,2,2
01309,16607,2,2
01309,16611,2,2
01309,18261,4,2
01309,18514,4,2
01309,18564,4,2
01309,18690,4,2
01309,18923,4,2
01309,19475,4,2
01309,19532,4,2
01310,14615,2,2
01310,14797,2,2
01310,15099,2,2
01310,15941,2,2
01310,16286,2,2
01311,16716,2,2
01312,00137,2,2
01312,14547,2,2
01312,14607,2,2
01312,14984,2,2
01312,15079,2,2
01312,15683,2,2
01312,15940,2,2
01312,15946,2,2
01312,15989,2,2
01312,16044,2,2
01312,16438,2,2
01312,16728,2,2
01312,16941,2,2
01312,20612,2,2
00019,14362,2,2
00019,14363,2,2
00019,14364,2,2
00019,14371,2,2
00019,14417,2,2
00019,14423,2,2
00019,14503,2,2
00019,14516,2,2
00019,14535,2,2
00019,15059,2,2
00019,15421,2,2
00019,15508,2,2
00019,15697,2,2
00019,15725,2,2
00019,16069,2,2
00019,16109,2,2
00019,16128,2,2
00019,16191,2,2
00019,16224,2,2
00019,16259,2,2
00019,16525,2,2
00019,16540,2,2
00019,16584,2,2
00019,16716,2,2
00019,16731,2,2
00019,16743,2,2
00019,16922,2,2
00019,16941,2,2
00019,17015,2,2
00019,17024,2,2
00019,17034,2,2
00019,17035,2,2
00019,17047,2,2
00019,17089,2,2
01313,20325,6,2
01314,14315,2,2
01314,14323,2,2
01314,14332,2,2
01314,15124,2,2
01314,15198,2,2
01314,15272,2,2
01314,15330,2,2
01314,16440,2,2
01315,15184,2,2
01315,15736,2,2
01315,15830,2,2
01315,16010,2,2
01315,16207,2,2
01315,16978,2,2
01316,14527,2,2
01316,15143,2,2
01316,15322,2,2
01316,15454,2,2
01316,15916,2,2
01316,15918,2,2
01316,16016,2,2
01316,16176,2,2
01316,16235,2,2
01316,16238,2,2
01316,16468,2,2
01316,16554,2,2
01316,16600,2,2
01316,18543,4,2
01316,19609,4,2
01316,19610,4,2
01317,15167,2,2
01317,15201,2,2
01317,15309,2,2
01317,15394,2,2
01317,15849,2,2
01317,15918,2,2
01317,15919,2,2
01317,16097,2,2
01317,16147,2,2
01317,16161,2,2
01317,16164,2,2
01317,16176,2,2
01317,16213,2,2
01317,16214,2,2
01317,16238,2,2
01317,16241,2,2
01317,16265,2,2
01317,16299,2,2
01317,16371,2,2
01317,16467,2,2
01317,16469,2,2
01317,16470,2,2
01317,16613,2,2
01317,16745,2,2
01317,17004,2,2
01318,03285,4,2
01318,03315,4,2
01318,03316,4,2
01318,03317,4,2
01318,03318,4,2
01318,03319,4,2
01318,03320,4,2
01318,03321,4,2
01318,11275,4,2
01319,14636,2,2
01319,14711,2,2
01319,14917,2,2
01319,14921,2,2
01320,10738,4,2
01321,04274,4,2
01321,07302,4,2
01321,14398,2,2
01321,14443,2,2
01321,14753,2,2
01321,14791,2,2
01321,15989,2,2
01321,16069,2,2
01321,16109,2,2
01321,16147,2,2
01321,16224,2,2
01321,16540,2,2
01321,16572,2,2
01321,16592,2,2
01321,16941,2,2
01321,18918,4,2
01321,18946,4,2
01321,19474,4,2
01321,19476,4,2
01321,19491,4,2
01321,19494,4,2
01321,19496,4,2
01321,19503,4,2
01321,20313,6,2
01322,15343,2,2
01323,04400,4,2
01323,10396,4,2
01323,10861,4,2
01323,10928,4,2
01324,14574,2,2
01324,14635,2,2
01324,14707,2,2
01324,14921,2,2
01325,17151,2,2
01326,14707,2,2
01326,14725,2,2
01326,14921,2,2
01326,15343,2,2
01327,04400,4,2
01327,10928,4,2
01328,15727,2,2
01328,19514,4,2
01328,19537,4,2
01329,14636,2,2
01330,04401,4,2
01331,04400,4,2
01331,10395,4,2
01331,10928,4,2
01332,04400,4,2
01332,10396,4,2
01332,10861,4,2
01332,10928,4,2
01332,10941,4,2
01333,10185,4,2
01333,10194,4,2
01333,10227,4,2
01333,10281,4,2
01333,10299,4,2
01334,04400,4,2
01334,10396,4,2
01334,10928,4,2
01335,04400,4,2
01335,10396,4,2
01335,10928,4,2
01336,04400,4,2
01336,10396,4,2
01336,10928,4,2
01336,10941,4,2
01336,14345,4,2
01336,17140,2,2
01336,18701,4,2
01337,10755,4,2
01338,04875,4,2
01338,04898,4,2
01338,04900,4,2
01338,04901,4,2
01338,04906,4,2
01338,04907,4,2
01338,04911,4,2
01338,06038,4,2
01338,06057,4,2
01338,06059,4,2
01338,06062,4,2
01338,06067,4,2
01338,06079,4,2
01338,06084,4,2
01338,06085,4,2
01338,06091,4,2
01338,06094,4,2
01338,06140,4,2
01338,06387,4,2
01338,06388,4,2
01338,06389,4,2
01338,06390,4,2
01338,06391,4,2
01338,06545,4,2
01338,06548,4,2
01338,06558,4,2
01338,06574,4,2
01338,06700,4,2
01338,06702,4,2
01338,06707,4,2
01338,06710,4,2
01338,06803,4,2
01338,06812,4,2
01338,06868,4,2
01338,07018,4,2
01338,07043,4,2
01338,07059,4,2
01338,07062,4,2
01338,07068,4,2
01338,07071,4,2
01338,08228,4,2
01338,08233,4,2
01338,08236,4,2
01338,08324,4,2
01338,08423,4,2
01338,08609,4,2
01338,13952,4,2
01338,13953,4,2
01338,13954,4,2
01338,13973,4,2
01338,14051,4,2
01338,14052,4,2
01338,14053,4,2
01338,14054,4,2
01338,14103,4,2
01338,14104,4,2
01338,14105,4,2
01338,14145,4,2
01338,14146,4,2
01338,14147,4,2
01338,14166,4,2
01338,14167,4,2
01338,14221,4,2
01338,14230,4,2
01338,14252,4,2
01338,14272,4,2
01339,04400,4,2
01339,10928,4,2
01340,04400,4,2
01340,10928,4,2
01341,04299,4,2
01341,04303,4,2
01341,04384,4,2
01341,04400,4,2
01341,04437,4,2
01341,04461,4,2
01341,09012,4,2
01341,09072,4,2
01341,09109,4,2
01341,09160,4,2
01341,09313,4,2
01341,09345,4,2
01341,09360,4,2
01341,09371,4,2
01341,09373,4,2
01341,09389,4,2
01341,09398,4,2
01341,09438,4,2
01341,09502,4,2
01341,09505,4,2
01341,09506,4,2
01341,09508,4,2
01341,09509,4,2
01341,09657,4,2
01341,09875,4,2
01341,09941,4,2
01341,09952,4,2
01341,09959,4,2
01341,10002,4,2
01341,10012,4,2
01341,10194,4,2
01341,10207,4,2
01341,10208,4,2
01341,10209,4,2
01341,10253,4,2
01341,10466,4,2
01341,10509,4,2
01341,10522,4,2
01341,10592,4,2
01341,10602,4,2
01341,10620,4,2
01341,10682,4,2
01341,10726,4,2
01341,10727,4,2
01341,10803,4,2
01341,10944,4,2
01341,10972,4,2
01341,10985,4,2
01341,10992,4,2
01341,10997,4,2
01341,11182,4,2
01341,11225,4,2
01341,11239,4,2
01341,11246,4,2
01341,11314,4,2
01341,11371,4,2
01341,11459,4,2
01341,11462,4,2
01341,11463,4,2
01341,11529,4,2
01341,11530,4,2
01342,04400,4,2
01342,10928,4,2
01343,04400,4,2
01343,10928,4,2
01344,04400,4,2
01344,10928,4,2
01345,04400,4,2
01345,10928,4,2
01346,04400,4,2
01346,10928,4,2
01347,04400,4,2
01347,10928,4,2
01348,09311,4,2
01348,11212,4,2
01348,11256,4,2
01349,04400,4,2
01349,10928,4,2
01350,04400,4,2
01350,10928,4,2
01351,04400,4,2
01351,10928,4,2
01352,04400,4,2
01352,10928,4,2
01353,02110,4,2
01353,02111,4,2
01353,02139,4,2
01353,02181,4,2
01353,02209,4,2
01353,02259,4,2
01353,02283,4,2
01353,02326,4,2
01353,02375,4,2
01353,02408,4,2
01353,02522,4,2
01353,02588,4,2
01353,02590,4,2
01353,02591,4,2
01353,02593,4,2
01353,02604,4,2
01353,02608,4,2
01353,02609,4,2
01353,02656,4,2
01353,02657,4,2
01353,02658,4,2
01353,02659,4,2
01353,02670,4,2
01353,02671,4,2
01353,02684,4,2
01353,02685,4,2
01353,02686,4,2
01353,02711,4,2
01353,02713,4,2
01353,02716,4,2
01353,02717,4,2
01353,02718,4,2
01353,02719,4,2
01353,02732,4,2
01353,02757,4,2
01353,02765,4,2
01353,02768,4,2
01353,02806,4,2
01353,02815,4,2
01353,02824,4,2
01353,02825,4,2
01353,02828,4,2
01353,02942,4,2
01353,02975,4,2
01353,02999,4,2
01353,03038,4,2
01353,03043,4,2
01353,03045,4,2
01353,03101,4,2
01353,03145,4,2
01353,03146,4,2
01353,03148,4,2
01353,03151,4,2
01353,03152,4,2
01353,03153,4,2
01353,03154,4,2
01353,03157,4,2
01353,03174,4,2
01353,03236,4,2
01353,03816,4,2
01353,04600,4,2
01353,04601,4,2
01353,04625,4,2
01353,04648,4,2
01353,04756,4,2
01353,04916,4,2
01353,04917,4,2
01353,04923,4,2
01353,04930,4,2
01353,05384,4,2
01353,05385,4,2
01353,05604,4,2
01353,05621,4,2
01353,05845,4,2
01353,05859,4,2
01353,05867,4,2
01353,05872,4,2
01353,05873,4,2
01353,05875,4,2
01353,05879,4,2
01353,05909,4,2
01353,05936,4,2
01353,05992,4,2
01353,06001,4,2
01353,06016,4,2
01353,06018,4,2
01353,06020,4,2
01353,06022,4,2
01353,06023,4,2
01353,06024,4,2
01353,06025,4,2
01353,06026,4,2
01353,06067,4,2
01353,06075,4,2
01353,06082,4,2
01353,06083,4,2
01353,06104,4,2
01353,06109,4,2
01353,06118,4,2
01353,06121,4,2
01353,06502,4,2
01353,06590,4,2
01353,06591,4,2
01353,06592,4,2
01353,06593,4,2
01353,06594,4,2
01353,06595,4,2
01353,06596,4,2
01353,06597,4,2
01353,06598,4,2
01353,06601,4,2
01353,06603,4,2
01353,06604,4,2
01353,06605,4,2
01353,06606,4,2
01353,06607,4,2
01353,06608,4,2
01353,06609,4,2
01353,06611,4,2
01353,06612,4,2
01353,06614,4,2
01353,06615,4,2
01353,06829,4,2
01353,06830,4,2
01353,06831,4,2
01353,06832,4,2
01353,06833,4,2
01353,06834,4,2
01353,06835,4,2
01353,06838,4,2
01353,06840,4,2
01353,06841,4,2
01353,06842,4,2
01353,06843,4,2
01353,06844,4,2
01353,06845,4,2
01353,06847,4,2
01353,06848,4,2
01353,06850,4,2
01353,06851,4,2
01353,06914,4,2
01353,07018,4,2
01353,07036,4,2
01353,07049,4,2
01353,07050,4,2
01353,07059,4,2
01353,07064,4,2
01353,07183,4,2
01353,07263,4,2
01353,07265,4,2
01353,07363,4,2
01353,07365,4,2
01353,07476,4,2
01353,07497,4,2
01353,07505,4,2
01353,07507,4,2
01353,07508,4,2
01353,07509,4,2
01353,07510,4,2
01353,07511,4,2
01353,07512,4,2
01353,07513,4,2
01353,07514,4,2
01353,07515,4,2
01353,07516,4,2
01353,07517,4,2
01353,07518,4,2
01353,07519,4,2
01353,07520,4,2
01353,07521,4,2
01353,07522,4,2
01353,07682,4,2
01353,07684,4,2
01353,07687,4,2
01353,07689,4,2
01353,07801,4,2
01353,07822,4,2
01353,07836,4,2
01353,07869,4,2
01353,07934,4,2
01353,07982,4,2
01353,08061,4,2
01353,08081,4,2
01353,08083,4,2
01353,08084,4,2
01353,08085,4,2
01353,08086,4,2
01353,08123,4,2
01353,08135,4,2
01353,08136,4,2
01353,08142,4,2
01353,08205,4,2
01353,08213,4,2
01353,08238,4,2
01353,08242,4,2
01353,08253,4,2
01353,08254,4,2
01353,08311,4,2
01353,08422,4,2
01353,08441,4,2
01353,08453,4,2
01353,08554,4,2
01353,08599,4,2
01353,08613,4,2
01353,08662,4,2
01353,08663,4,2
01353,08664,4,2
01353,08665,4,2
01353,08666,4,2
01353,08667,4,2
01353,08668,4,2
01353,08669,4,2
01353,08670,4,2
01353,08671,4,2
01353,08672,4,2
01353,08673,4,2
01353,08674,4,2
01353,08675,4,2
01353,08676,4,2
01353,08799,4,2
01353,08800,4,2
01353,08801,4,2
01353,08802,4,2
01353,08830,4,2
01353,08922,4,2
01353,08938,4,2
01353,08939,4,2
01353,08940,4,2
01353,08941,4,2
01353,08942,4,2
01353,08943,4,2
01353,08944,4,2
01353,08945,4,2
01353,08947,4,2
01353,08994,4,2
01353,09227,4,2
01354,04400,4,2
01354,10928,4,2
01355,04400,4,2
01355,10928,4,2
01356,04400,4,2
01356,09164,4,2
01356,10928,4,2
01356,10941,4,2
01357,04400,4,2
01357,10928,4,2
01358,09311,4,2
01358,11215,4,2
01359,04400,4,2
01359,10928,4,2
01360,04400,4,2
01360,10928,4,2
01361,04400,4,2
01361,10928,4,2
01362,04400,4,2
01362,10928,4,2
01363,04400,4,2
01363,10928,4,2
01364,14350,2,2
01364,14440,2,2
01365,00507,4,2
01365,00528,4,2
01365,02129,4,2
01365,02135,4,2
01365,02167,4,2
01365,02201,4,2
01365,02218,4,2
01365,02268,4,2
01365,02301,4,2
01365,02303,4,2
01365,02312,4,2
01365,02321,4,2
01365,02357,4,2
01365,02400,4,2
01365,02403,4,2
01365,02633,4,2
01365,02705,4,2
01365,02706,4,2
01365,02754,4,2
01365,03084,4,2
01365,03091,4,2
01365,03096,4,2
01365,03170,4,2
01365,03196,4,2
01365,04549,4,2
01365,04601,4,2
01365,04845,4,2
01365,05161,4,2
01365,05235,4,2
01365,05564,4,2
01365,05883,4,2
01365,06357,4,2
01365,06360,4,2
01365,06502,4,2
01365,06914,4,2
01365,07073,4,2
01365,07231,4,2
01365,07372,4,2
01365,07447,4,2
01365,07449,4,2
01365,07575,4,2
01365,07681,4,2
01365,08177,4,2
01365,08370,4,2
01365,08556,4,2
01365,08689,4,2
01365,08830,4,2
01365,08842,4,2
01365,08887,4,2
01365,08903,4,2
01365,09042,4,2
01365,20139,4,2
01365,20207,6,2
01366,04400,4,2
01366,10928,4,2
01367,04400,4,2
01367,10928,4,2
01368,09227,4,2
01368,09230,4,2
01368,09231,4,2
01368,09234,4,2
01368,09235,4,2
01368,09241,4,2
01368,09255,4,2
01368,09261,4,2
01368,09262,4,2
01368,09263,4,2
01368,09264,4,2
01368,09265,4,2
01368,09266,4,2
01368,09267,4,2
01368,09268,4,2
01368,09269,4,2
01368,09270,4,2
01368,09271,4,2
01368,09281,4,2
01368,09284,4,2
01368,09285,4,2
01369,04400,4,2
01369,10928,4,2
01370,04400,4,2
01370,09164,4,2
01370,10928,4,2
01371,16709,2,2
01372,04400,4,2
01372,10928,4,2
01373,04400,4,2
01373,10928,4,2
01374,04400,4,2
01375,04400,4,2
01375,10928,4,2
01376,04400,4,2
01376,10928,4,2
01377,04400,4,2
01377,09164,4,2
01377,10928,4,2
01378,04400,4,2
