KOD IPT,KOD  PROGRAM (5 digit),KOD PERINGKAT Kelulusan,Kod Kategori
02270,05347,4,2
02270,05348,4,2
02270,05349,4,2
02270,05350,4,2
02270,05351,4,2
02270,05352,4,2
02270,05353,4,2
02270,05354,4,2
02270,05416,4,2
02270,05421,4,2
02270,05422,4,2
02270,05423,4,2
02270,05424,4,2
02270,05425,4,2
02270,05426,4,2
02270,05427,4,2
02270,05428,4,2
02270,05429,4,2
02270,05431,4,2
02270,05440,4,2
02270,05499,4,2
02270,05519,4,2
02270,05520,4,2
02270,05838,4,2
02270,05891,4,2
02270,05892,4,2
02270,05893,4,2
02270,05894,4,2
02270,05895,4,2
02270,05896,4,2
02270,05897,4,2
02270,05898,4,2
02270,05899,4,2
02270,05900,4,2
02270,05901,4,2
02270,05902,4,2
02270,06035,4,2
02270,06213,4,2
02270,06215,4,2
02270,06217,4,2
02270,06225,4,2
02270,06226,4,2
02270,06229,4,2
02270,06230,4,2
02270,06231,4,2
02270,06233,4,2
02270,06235,4,2
02270,06236,4,2
02270,06239,4,2
02270,06240,4,2
02270,06241,4,2
02270,06245,4,2
02270,06313,4,2
02270,06314,4,2
02270,06315,4,2
02270,06316,4,2
02270,06385,4,2
02270,06536,4,2
02270,06636,4,2
02270,06637,4,2
02270,06641,4,2
02270,06642,4,2
02270,06645,4,2
02270,06646,4,2
02270,06647,4,2
02270,06648,4,2
02270,06651,4,2
02270,06653,4,2
02270,06654,4,2
02270,06656,4,2
02270,06689,4,2
02270,06764,4,2
02270,06791,4,2
02270,06870,4,2
02270,06875,4,2
02270,06877,4,2
02270,06878,4,2
02270,06880,4,2
02270,06882,4,2
02270,06884,4,2
02270,06886,4,2
02270,06887,4,2
02270,06890,4,2
02270,06926,4,2
02270,06970,4,2
02270,06971,4,2
02270,06972,4,2
02270,06973,4,2
02270,06974,4,2
02270,06975,4,2
02270,06976,4,2
02270,06977,4,2
02270,06978,4,2
02270,06979,4,2
02270,07051,4,2
02270,07052,4,2
02270,07053,4,2
02270,07054,4,2
02270,07055,4,2
02270,07056,4,2
02270,07376,4,2
02270,07485,4,2
02270,07488,4,2
02270,07525,4,2
02270,07528,4,2
02270,07529,4,2
02270,07531,4,2
02270,07532,4,2
02270,07533,4,2
02270,07534,4,2
02270,07536,4,2
02270,07585,4,2
02270,07592,4,2
02270,07593,4,2
02270,07595,4,2
02270,07596,4,2
02270,07597,4,2
02270,07598,4,2
02270,07599,4,2
02270,07600,4,2
02270,07948,4,2
02270,07955,4,2
02270,07956,4,2
02270,07982,4,2
02270,08010,4,2
02270,08050,4,2
02270,08053,4,2
02270,08054,4,2
02270,08055,4,2
02270,08056,4,2
02270,08057,4,2
02270,08123,4,2
02270,08148,4,2
02270,08151,4,2
02270,08153,4,2
02270,08154,4,2
02270,08155,4,2
02270,08156,4,2
02270,08159,4,2
02270,08213,4,2
02270,08271,4,2
02270,08272,4,2
02270,08273,4,2
02270,08275,4,2
02270,08277,4,2
02270,08312,4,2
02270,08359,4,2
02270,08360,4,2
02270,08362,4,2
02270,08480,4,2
02270,08501,4,2
02270,08502,4,2
02270,08503,4,2
02270,08504,4,2
02270,08514,4,2
02270,08515,4,2
02270,08516,4,2
02270,08517,4,2
02270,08547,4,2
02270,08548,4,2
02270,08549,4,2
02270,08599,4,2
02270,08648,4,2
02270,08938,4,2
02270,10738,4,2
02270,11221,4,2
02270,11652,4,2
02270,11701,4,2
02270,11711,4,2
02270,11712,4,2
02270,11713,4,2
02270,11728,4,2
02270,11748,4,2
02270,11802,4,2
02270,11824,4,2
02270,11829,4,2
02270,11835,4,2
02270,11872,4,2
02270,12001,4,2
02270,12137,4,2
02270,12228,4,2
02270,12285,4,2
02270,12288,4,2
02270,12289,4,2
02270,12292,4,2
02270,12476,4,2
02270,12504,4,2
02270,12542,4,2
02270,12545,4,2
02270,12548,4,2
02270,12570,4,2
02270,12622,4,2
02270,12628,4,2
02270,12646,4,2
02270,12657,4,2
02270,12658,4,2
02270,12664,4,2
02270,12708,4,2
02270,12722,4,2
02270,12727,4,2
02270,12734,4,2
02270,12736,4,2
02270,12742,4,2
02270,12840,4,2
02270,12847,4,2
02270,12856,4,2
02270,12868,4,2
02270,12869,4,2
02270,12870,4,2
02270,13008,4,2
02270,13009,4,2
02270,13048,4,2
02270,13069,4,2
02270,13129,4,2
02270,13218,4,2
02270,13248,4,2
02270,13282,4,2
02270,13294,4,2
02270,13296,4,2
02270,13319,4,2
02270,13325,4,2
02270,13328,4,2
02270,13351,4,2
02270,13352,4,2
02270,13427,4,2
02270,13460,4,2
02270,13541,4,2
02270,13564,4,2
02270,13598,4,2
02270,13599,4,2
02270,13628,4,2
02270,13629,4,2
02270,13630,4,2
02270,13632,4,2
02270,13633,4,2
02270,13634,4,2
02270,13635,4,2
02270,13636,4,2
02270,13638,4,2
02270,13640,4,2
02270,13645,4,2
02270,13651,4,2
02270,13695,4,2
02270,14886,2,2
02270,20123,4,2
02270,20124,4,2
02270,20125,4,2
02270,20149,4,2
02270,20174,4,2
02270,20202,6,2
02270,20398,6,2
02271,02104,4,2
02271,03282,4,2
02271,03488,4,2
02271,03489,4,2
02271,03497,4,2
02271,04601,4,2
02271,04786,4,2
02271,04875,4,2
02271,05043,4,2
02271,05235,4,2
02271,05444,4,2
02271,05477,4,2
02271,05667,4,2
02271,05668,4,2
02271,05669,4,2
02271,05670,4,2
02271,05671,4,2
02271,06327,4,2
02271,06505,4,2
02271,06506,4,2
02271,06507,4,2
02271,06508,4,2
02271,06509,4,2
02271,07231,4,2
02271,07372,4,2
02271,07652,4,2
02271,08369,4,2
02271,08382,4,2
02271,11221,4,2
02271,11779,4,2
02271,11783,4,2
02271,11802,4,2
02271,11834,4,2
02271,11836,4,2
02271,11837,4,2
02271,12040,4,2
02271,12262,4,2
02271,12331,4,2
02271,12396,4,2
02271,12411,4,2
02271,12503,4,2
02271,12589,4,2
02271,12906,4,2
02271,12991,4,2
02271,13094,4,2
02271,13175,4,2
02271,13186,4,2
02271,13187,4,2
02271,13192,4,2
02271,13323,4,2
02271,13399,4,2
02271,13404,4,2
02271,13552,4,2
02271,13631,4,2
02271,13637,4,2
02271,13693,4,2
02271,20109,2,2
02272,20560,6,2
02273,14517,2,2
02274,04400,4,2
02274,10928,4,2
02275,04400,4,2
02275,10928,4,2
02276,17157,2,2
02277,10736,4,2
02278,04238,4,2
02278,04303,4,2
02278,04432,4,2
02278,04435,4,2
02278,04469,4,2
02278,04491,4,2
02278,09307,4,2
02278,09338,4,2
02278,09676,4,2
02278,09692,4,2
02278,09726,4,2
02278,09739,4,2
02278,09748,4,2
02278,09782,4,2
02278,09903,4,2
02278,09939,4,2
02278,09967,4,2
02278,09974,4,2
02278,10185,4,2
02278,10191,4,2
02278,10194,4,2
02278,10207,4,2
02278,10220,4,2
02278,10290,4,2
02278,10326,4,2
02278,10332,4,2
02278,10354,4,2
02278,10456,4,2
02278,10471,4,2
02278,10603,4,2
02278,10635,4,2
02278,10699,4,2
02278,10719,4,2
02278,10755,4,2
02278,10830,4,2
02278,10835,4,2
02278,10839,4,2
02278,10901,4,2
02278,11197,4,2
02278,11209,4,2
02278,11211,4,2
02278,11238,4,2
02278,11256,4,2
02278,11460,4,2
02278,11478,4,2
02278,20216,6,2
02279,04400,4,2
02279,10928,4,2
02280,04400,4,2
02280,10928,4,2
02281,04422,4,2
02281,04424,4,2
02281,09903,4,2
02281,10755,4,2
02281,11577,4,2
02281,11588,4,2
02281,11589,4,2
02281,11590,4,2
02281,11599,4,2
02281,11603,4,2
02281,11623,4,2
02281,11624,4,2
02281,11626,4,2
02282,04400,4,2
02282,10928,4,2
02283,04277,4,2
02283,04303,4,2
02283,04387,4,2
02283,09050,4,2
02283,09308,4,2
02283,09830,4,2
02283,09883,4,2
02283,09899,4,2
02283,09903,4,2
02283,09933,4,2
02283,09945,4,2
02283,09946,4,2
02283,10161,4,2
02283,10185,4,2
02283,10194,4,2
02283,10202,4,2
02283,10227,4,2
02283,10262,4,2
02283,10322,4,2
02283,10376,4,2
02283,10465,4,2
02283,10477,4,2
02283,10495,4,2
02283,10503,4,2
02283,10534,4,2
02283,10635,4,2
02283,10755,4,2
02283,10784,4,2
02283,10803,4,2
02283,10834,4,2
02283,10837,4,2
02283,10885,4,2
02283,10915,4,2
02283,10991,4,2
02283,11000,4,2
02283,11256,4,2
02283,11352,4,2
02283,11367,4,2
02283,11400,4,2
02283,11462,4,2
02283,11478,4,2
02283,11481,4,2
02283,11496,4,2
02283,11513,4,2
02283,15679,2,2
02284,04400,4,2
02284,10928,4,2
02285,04296,4,2
02285,04298,4,2
02285,04300,4,2
02285,09066,4,2
02285,09086,4,2
02285,09308,4,2
02285,09317,4,2
02285,09720,4,2
02285,09774,4,2
02285,09783,4,2
02285,09815,4,2
02285,09816,4,2
02285,09817,4,2
02285,09975,4,2
02285,10251,4,2
02285,10262,4,2
02285,10347,4,2
02285,10473,4,2
02285,10629,4,2
02285,10891,4,2
02285,10892,4,2
02285,10925,4,2
02285,10942,4,2
02285,11256,4,2
02285,11400,4,2
02285,11457,4,2
02285,11509,4,2
02286,01645,4,2
02286,04232,4,2
02286,04391,4,2
02286,04398,4,2
02286,04400,4,2
02286,09051,4,2
02286,09340,4,2
02286,09687,4,2
02286,09747,4,2
02286,09909,4,2
02286,09943,4,2
02286,09958,4,2
02286,10160,4,2
02286,10174,4,2
02286,10177,4,2
02286,10183,4,2
02286,10185,4,2
02286,10194,4,2
02286,10202,4,2
02286,10227,4,2
02286,10262,4,2
02286,10269,4,2
02286,10273,4,2
02286,10309,4,2
02286,10326,4,2
02286,10335,4,2
02286,10346,4,2
02286,10349,4,2
02286,10354,4,2
02286,10358,4,2
02286,10376,4,2
02286,10380,4,2
02286,10388,4,2
02286,10478,4,2
02286,10528,4,2
02286,10605,4,2
02286,10606,4,2
02286,10607,4,2
02286,10608,4,2
02286,10635,4,2
02286,10755,4,2
02286,10803,4,2
02286,10850,4,2
02286,10929,4,2
02286,10930,4,2
02286,10931,4,2
02286,10932,4,2
02286,11008,4,2
02286,11256,4,2
02286,11414,4,2
02286,11451,4,2
02286,11462,4,2
02286,11479,4,2
02286,14576,2,2
02286,17660,2,2
02287,09309,4,2
02287,09637,4,2
02287,09784,4,2
02287,09819,4,2
02287,09914,4,2
02287,09917,4,2
02287,09925,4,2
02287,09941,4,2
02287,09976,4,2
02287,10185,4,2
02287,10194,4,2
02287,10202,4,2
02287,10227,4,2
02287,10262,4,2
02287,10275,4,2
02287,10326,4,2
02287,10335,4,2
02287,10376,4,2
02287,10384,4,2
02287,10466,4,2
02287,10492,4,2
02287,10675,4,2
02287,10840,4,2
02287,10978,4,2
02287,11224,4,2
02287,11401,4,2
02287,11441,4,2
02287,11458,4,2
02287,11462,4,2
02288,02085,4,2
02288,02087,4,2
02288,02088,4,2
02288,02092,4,2
02288,02095,4,2
02288,02098,4,2
02288,02099,4,2
02288,03466,4,2
02288,03467,4,2
02288,03474,4,2
02288,03475,4,2
02288,04582,4,2
02288,04648,4,2
02288,04658,4,2
02288,04660,4,2
02288,04661,4,2
02288,04664,4,2
02288,04665,4,2
02288,04666,4,2
02288,04667,4,2
02288,04668,4,2
02288,04669,4,2
02288,04672,4,2
02288,04674,4,2
02288,04675,4,2
02288,04678,4,2
02288,04679,4,2
02288,04877,4,2
02288,04878,4,2
02288,04879,4,2
02288,04880,4,2
02288,04881,4,2
02288,04882,4,2
02288,04883,4,2
02288,04884,4,2
02288,04885,4,2
02288,04886,4,2
02288,04887,4,2
02288,04888,4,2
02288,04889,4,2
02288,04890,4,2
02288,04891,4,2
02288,04892,4,2
02288,04893,4,2
02288,04894,4,2
02288,05048,4,2
02288,05050,4,2
02288,05052,4,2
02288,05053,4,2
02288,05054,4,2
02288,05056,4,2
02288,05061,4,2
02288,05063,4,2
02288,05064,4,2
02288,05067,4,2
02288,05068,4,2
02288,05070,4,2
02288,05071,4,2
02288,05073,4,2
02288,05074,4,2
02288,05075,4,2
02288,05076,4,2
02288,05077,4,2
02288,05078,4,2
02288,05163,4,2
02288,05235,4,2
02288,05442,4,2
02288,05736,4,2
02288,05737,4,2
02288,05738,4,2
02288,05741,4,2
02288,05742,4,2
02288,05743,4,2
02288,05744,4,2
02288,05745,4,2
02288,05746,4,2
02288,05921,4,2
02288,05922,4,2
02288,05924,4,2
02288,05925,4,2
02288,05926,4,2
02288,05931,4,2
02288,05934,4,2
02288,05937,4,2
02288,05939,4,2
02288,05941,4,2
02288,05942,4,2
02288,05943,4,2
02288,05944,4,2
02288,05946,4,2
02288,05948,4,2
02288,05949,4,2
02288,06177,4,2
02288,06180,4,2
02288,06182,4,2
02288,06187,4,2
02288,06189,4,2
02288,06193,4,2
02288,06197,4,2
02288,06199,4,2
02288,06201,4,2
02288,06202,4,2
02288,06204,4,2
02288,06209,4,2
02288,06718,4,2
02288,06720,4,2
02288,06722,4,2
02288,06727,4,2
02288,06736,4,2
02288,06737,4,2
02288,06744,4,2
02288,06749,4,2
02288,06752,4,2
02288,07116,4,2
02288,07117,4,2
02288,07120,4,2
02288,07122,4,2
02288,07124,4,2
02288,07130,4,2
02288,07133,4,2
02288,07135,4,2
02288,07141,4,2
02288,07145,4,2
02288,07148,4,2
02288,07152,4,2
02288,07154,4,2
02288,07157,4,2
02288,07163,4,2
02288,07165,4,2
02288,07367,4,2
02288,07368,4,2
02288,07383,4,2
02288,07384,4,2
02288,07385,4,2
02288,07386,4,2
02288,07387,4,2
02288,07388,4,2
02288,07389,4,2
02288,07390,4,2
02288,07626,4,2
02288,07627,4,2
02288,07628,4,2
02288,07629,4,2
02288,07630,4,2
02288,07637,4,2
02288,07638,4,2
02288,07639,4,2
02288,07640,4,2
02288,07642,4,2
02288,07644,4,2
02288,07645,4,2
02288,07646,4,2
02288,07648,4,2
02288,08016,4,2
02288,08018,4,2
02288,08021,4,2
02288,08022,4,2
02288,08024,4,2
02288,08027,4,2
02288,08031,4,2
02288,08032,4,2
02288,08035,4,2
02288,08041,4,2
02288,08042,4,2
02288,08216,4,2
02288,08217,4,2
02288,08240,4,2
02288,08241,4,2
02288,08244,4,2
02288,08245,4,2
02288,08250,4,2
02288,08251,4,2
02288,08252,4,2
02288,08256,4,2
02288,08258,4,2
02288,08259,4,2
02288,08261,4,2
02288,08263,4,2
02288,08264,4,2
02288,08330,4,2
02288,08331,4,2
02288,08334,4,2
02288,08336,4,2
02288,08337,4,2
02288,08343,4,2
02288,08345,4,2
02288,08347,4,2
02288,08348,4,2
02288,08350,4,2
02288,08351,4,2
02288,08354,4,2
02288,08355,4,2
02288,08612,4,2
02288,08614,4,2
02288,08615,4,2
02288,08616,4,2
02288,08617,4,2
02288,08618,4,2
02288,08619,4,2
02288,08620,4,2
02288,08621,4,2
02288,08622,4,2
02288,08623,4,2
02288,08624,4,2
02288,08625,4,2
02288,08627,4,2
02288,08628,4,2
02288,09003,4,2
02289,04400,4,2
02289,04456,4,2
02289,09083,4,2
02289,09084,4,2
02289,09318,4,2
02289,09345,4,2
02289,09525,4,2
02289,09657,4,2
02289,10003,4,2
02289,10455,4,2
02289,10519,4,2
02289,10525,4,2
02289,10684,4,2
02289,10856,4,2
02289,11401,4,2
02289,11414,4,2
02290,01644,4,2
02290,04279,4,2
02290,04300,4,2
02290,04303,4,2
02290,04324,4,2
02290,04334,4,2
02290,04338,4,2
02290,04347,4,2
02290,04362,4,2
02290,04400,4,2
02290,09080,4,2
02290,09322,4,2
02290,09333,4,2
02290,09339,4,2
02290,09367,4,2
02290,09384,4,2
02290,09439,4,2
02290,09469,4,2
02290,09489,4,2
02290,09493,4,2
02290,09496,4,2
02290,09507,4,2
02290,09508,4,2
02290,09510,4,2
02290,09515,4,2
02290,09620,4,2
02290,09637,4,2
02290,09657,4,2
02290,09785,4,2
02290,09869,4,2
02290,09903,4,2
02290,09952,4,2
02290,10003,4,2
02290,10185,4,2
02290,10194,4,2
02290,10207,4,2
02290,10220,4,2
02290,10227,4,2
02290,10306,4,2
02290,10316,4,2
02290,10326,4,2
02290,10332,4,2
02290,10344,4,2
02290,10346,4,2
02290,10376,4,2
02290,10635,4,2
02290,10755,4,2
02290,11256,4,2
02290,11414,4,2
02290,11462,4,2
02290,11478,4,2
02290,11507,4,2
02290,11513,4,2
02291,00513,4,2
02291,04749,4,2
02291,04875,4,2
02291,05001,4,2
02291,05681,4,2
02291,05682,4,2
02291,05705,4,2
02291,06039,4,2
02291,06040,4,2
02291,06050,4,2
02291,06067,4,2
02291,06109,4,2
02291,06393,4,2
02291,06404,4,2
02291,06521,4,2
02291,06633,4,2
02291,06636,4,2
02291,06638,4,2
02291,06641,4,2
02291,06656,4,2
02291,06689,4,2
02291,06869,4,2
02291,06871,4,2
02291,06874,4,2
02291,06889,4,2
02291,06914,4,2
02291,07231,4,2
02291,07523,4,2
02291,07524,4,2
02291,07535,4,2
02291,07656,4,2
02291,07892,4,2
02291,07932,4,2
02291,07959,4,2
02291,08284,4,2
02291,08581,4,2
02291,08677,4,2
02291,08682,4,2
02291,08778,4,2
02291,08842,4,2
02291,08922,4,2
02291,08923,4,2
02291,09227,4,2
02291,14227,4,2
02291,14247,4,2
02292,05091,4,2
02292,05107,4,2
02292,05186,4,2
02292,05235,4,2
02292,05288,4,2
02292,05290,4,2
02292,05291,4,2
02292,05292,4,2
02292,05294,4,2
02292,05297,4,2
02292,05302,4,2
02292,05303,4,2
02292,05306,4,2
02292,05307,4,2
02292,05309,4,2
02292,05310,4,2
02292,05312,4,2
02292,05316,4,2
02292,05552,4,2
02292,05553,4,2
02292,05842,4,2
02292,05843,4,2
02292,05845,4,2
02292,05951,4,2
02292,05953,4,2
02292,05954,4,2
02292,05955,4,2
02292,05956,4,2
02292,05958,4,2
02292,05959,4,2
02292,05960,4,2
02292,05961,4,2
02292,05962,4,2
02292,05963,4,2
02292,05964,4,2
02292,05966,4,2
02292,05968,4,2
02292,05970,4,2
02292,05971,4,2
02292,05993,4,2
02292,05994,4,2
02292,05995,4,2
02292,05996,4,2
02292,05997,4,2
02292,05998,4,2
02292,05999,4,2
02292,06000,4,2
02292,06096,4,2
02292,06117,4,2
02292,06140,4,2
02292,06165,4,2
02292,06166,4,2
02292,06167,4,2
02292,06168,4,2
02292,06169,4,2
02292,06170,4,2
02292,06171,4,2
02292,06172,4,2
02292,06173,4,2
02292,06174,4,2
02292,06175,4,2
02292,06176,4,2
02292,06385,4,2
02292,06410,4,2
02292,06415,4,2
02292,06416,4,2
02292,06417,4,2
02292,06418,4,2
02292,06419,4,2
02292,06420,4,2
02292,06421,4,2
02292,06422,4,2
02292,06423,4,2
02292,06491,4,2
02292,06492,4,2
02292,06493,4,2
02292,06494,4,2
02292,06495,4,2
02292,06496,4,2
02292,06497,4,2
02292,06498,4,2
02292,06499,4,2
02292,06500,4,2
02292,06501,4,2
02292,06532,4,2
02292,06635,4,2
02292,06636,4,2
02292,06639,4,2
02292,06640,4,2
02292,06643,4,2
02292,06647,4,2
02292,06648,4,2
02292,06649,4,2
02292,06650,4,2
02292,06655,4,2
02292,06656,4,2
02292,06787,4,2
02292,06872,4,2
02292,06873,4,2
02292,06876,4,2
02292,06879,4,2
02292,06881,4,2
02292,06883,4,2
02292,06888,4,2
02292,06889,4,2
02292,06994,4,2
02292,07018,4,2
02292,07199,4,2
02292,07201,4,2
02292,07205,4,2
02292,07207,4,2
02292,07208,4,2
02292,07209,4,2
02292,07210,4,2
02292,07312,4,2
02292,07339,4,2
02292,07340,4,2
02292,07341,4,2
02292,07342,4,2
02292,07343,4,2
02292,07344,4,2
02292,07345,4,2
02292,07346,4,2
02292,07546,4,2
02292,07556,4,2
02292,07557,4,2
02292,07558,4,2
02292,07559,4,2
02292,07560,4,2
02292,07561,4,2
02292,07751,4,2
02292,07811,4,2
02292,07812,4,2
02292,07813,4,2
02292,07814,4,2
02292,07815,4,2
02292,07816,4,2
02292,07817,4,2
02292,07818,4,2
02292,07819,4,2
02292,07878,4,2
02292,07879,4,2
02292,07960,4,2
02292,07961,4,2
02292,08123,4,2
02292,08147,4,2
02292,08151,4,2
02292,08152,4,2
02292,08156,4,2
02292,08209,4,2
02292,08210,4,2
02292,08211,4,2
02292,08212,4,2
02292,08266,4,2
02292,08311,4,2
02292,08361,4,2
02292,08362,4,2
02292,08422,4,2
02292,08464,4,2
02292,08465,4,2
02292,08466,4,2
02292,08467,4,2
02292,08541,4,2
02292,08555,4,2
02292,08565,4,2
02292,08576,4,2
02292,08599,4,2
02292,08629,4,2
02292,08637,4,2
02292,08639,4,2
02292,08647,4,2
02292,08661,4,2
02292,08678,4,2
02292,08679,4,2
02292,08680,4,2
02292,08681,4,2
02292,08776,4,2
02292,13709,4,2
02292,13723,4,2
02292,13724,4,2
02292,13741,4,2
02292,13762,4,2
02292,13768,4,2
02292,13774,4,2
02292,13775,4,2
02292,13776,4,2
02292,13788,4,2
02292,13793,4,2
02292,13794,4,2
02292,13795,4,2
02292,13800,4,2
02292,13818,4,2
02292,13823,4,2
02292,13824,4,2
02292,13825,4,2
02292,13827,4,2
02292,13828,4,2
02292,13835,4,2
02292,13836,4,2
02292,13837,4,2
02292,13838,4,2
02292,13839,4,2
02292,13840,4,2
02292,13841,4,2
02292,13842,4,2
02292,13856,4,2
02292,13863,4,2
02292,13867,4,2
02292,13874,4,2
02292,13891,4,2
02292,13900,4,2
02292,13905,4,2
02292,13914,4,2
02292,14037,4,2
02292,14102,4,2
02293,04303,4,2
02293,04597,4,2
02293,04755,4,2
02293,04909,4,2
02293,05040,4,2
02293,05481,4,2
02293,05482,4,2
02293,06709,4,2
02293,07235,4,2
02293,07445,4,2
02293,08090,4,2
02293,08199,4,2
02293,08575,4,2
02293,08691,4,2
02293,13721,4,2
02293,13725,4,2
02293,13726,4,2
02293,13733,4,2
02293,13734,4,2
02293,13740,4,2
02293,13745,4,2
02293,13749,4,2
02293,13757,4,2
02293,13764,4,2
02293,13765,4,2
02293,13792,4,2
02293,13796,4,2
02293,13799,4,2
02293,13828,4,2
02293,13830,4,2
02293,13843,4,2
02293,13848,4,2
02293,13849,4,2
02293,13850,4,2
02293,13851,4,2
02293,13852,4,2
02293,13859,4,2
02293,13877,4,2
02293,13885,4,2
02293,13889,4,2
02293,13910,4,2
02293,13923,4,2
02293,13924,4,2
02293,20134,4,2
02293,20144,4,2
02294,17220,2,2
02295,02071,4,2
02295,04400,4,2
02295,10928,4,2
02295,14345,4,2
02296,04690,4,2
02296,04711,4,2
02296,04820,4,2
02296,05416,4,2
02296,05431,4,2
02296,06121,4,2
02296,06266,4,2
02296,06532,4,2
02296,06689,4,2
02296,06787,4,2
02296,07018,4,2
02296,07585,4,2
02296,07962,4,2
02296,08122,4,2
02296,08123,4,2
02296,08421,4,2
02296,08422,4,2
02296,08743,4,2
02296,08809,4,2
02296,08908,4,2
02296,08932,4,2
02296,08935,4,2
02297,04387,4,2
02297,04432,4,2
02297,04449,4,2
02297,04492,4,2
02297,09308,4,2
02297,09783,4,2
02297,09907,4,2
02297,09973,4,2
02297,09977,4,2
02297,10443,4,2
02297,10478,4,2
02297,10502,4,2
02297,10635,4,2
02297,10755,4,2
02297,10803,4,2
02297,10830,4,2
02297,10836,4,2
02297,10841,4,2
02297,10900,4,2
02297,10940,4,2
02297,10941,4,2
02297,10945,4,2
02297,10966,4,2
02297,10971,4,2
02297,10988,4,2
02297,11001,4,2
02297,11002,4,2
02297,11171,4,2
02297,11172,4,2
02297,11174,4,2
02297,11175,4,2
02297,11181,4,2
02297,11185,4,2
02297,11198,4,2
02297,11204,4,2
02297,11226,4,2
02297,11228,4,2
02297,11230,4,2
02297,11245,4,2
02297,11256,4,2
02297,11261,4,2
02297,11400,4,2
02297,11462,4,2
02297,11517,4,2
02297,14359,2,2
02298,17908,4,2
02299,04400,4,2
02299,10928,4,2
02300,04400,4,2
02300,10928,4,2
02301,04400,4,2
02301,10928,4,2
02302,04400,4,2
02302,10928,4,2
02303,04400,4,2
02303,10928,4,2
02304,17143,2,2
02305,04400,4,2
02305,10928,4,2
02306,11508,4,2
02307,04400,4,2
02307,10928,4,2
02308,14719,2,2
02308,14832,2,2
02308,14904,2,2
02309,04400,4,2
02309,10928,4,2
02310,04400,4,2
02310,04401,4,2
02310,10863,4,2
02310,10928,4,2
02310,17140,2,2
02310,18702,4,2
02311,10158,4,2
02311,10162,4,2
02311,10163,4,2
02311,10165,4,2
02311,10168,4,2
02311,10169,4,2
02311,10171,4,2
02311,10176,4,2
02311,10194,4,2
02311,10198,4,2
02311,10201,4,2
02311,10220,4,2
02311,10247,4,2
02311,10267,4,2
02311,10285,4,2
02311,10303,4,2
02311,10310,4,2
02311,10311,4,2
02311,10312,4,2
02311,10315,4,2
02311,10318,4,2
02311,10326,4,2
02311,10348,4,2
02311,10353,4,2
02311,10360,4,2
02311,10362,4,2
02312,15343,2,2
02313,10227,4,2
02313,10253,4,2
02313,10282,4,2
02313,10300,4,2
02313,10317,4,2
02313,10326,4,2
02313,10361,4,2
02314,04400,4,2
02314,10396,4,2
02314,10928,4,2
02315,17140,2,2
02315,18702,4,2
02316,15343,2,2
02317,04400,4,2
02317,10928,4,2
02318,04400,4,2
02318,10928,4,2
02319,03926,4,2
02319,04400,4,2
02319,10928,4,2
02320,04400,4,2
02320,04401,4,2
02321,10166,4,2
02321,10171,4,2
02321,10194,4,2
02321,10227,4,2
02321,10270,4,2
02321,10273,4,2
02321,10279,4,2
02321,10287,4,2
02321,10302,4,2
02321,10315,4,2
02321,10326,4,2
02321,10863,4,2
02322,10240,4,2
02322,10286,4,2
02322,10291,4,2
02322,10335,4,2
02323,14636,2,2
02323,14655,2,2
02323,14710,2,2
02323,14919,2,2
02323,14921,2,2
02324,04400,4,2
02324,10928,4,2
02325,04400,4,2
02325,10928,4,2
02326,04400,4,2
02326,10928,4,2
02327,14644,2,2
02327,14716,2,2
02327,14869,2,2
02327,14903,2,2
02328,14624,2,2
02328,14668,2,2
02328,14711,2,2
02328,14921,2,2
02329,04400,4,2
02329,10928,4,2
02330,04400,4,2
02330,10928,4,2
02331,15343,2,2
02332,04400,4,2
02332,10928,4,2
02333,09302,4,2
02333,11216,4,2
02334,04400,4,2
02334,09164,4,2
02334,10928,4,2
02335,04400,4,2
02335,10928,4,2
02336,04400,4,2
02336,10928,4,2
02337,04400,4,2
02337,10928,4,2
02338,04400,4,2
02338,10928,4,2
02339,03328,4,2
02340,01903,4,2
02340,02039,4,2
02340,02086,4,2
02340,03413,4,2
02340,04407,4,2
02340,04991,4,2
02340,05622,4,2
02340,05623,4,2
02340,05624,4,2
02340,05625,4,2
02340,05781,4,2
02340,06035,4,2
02340,06980,4,2
02340,06981,4,2
02340,07018,4,2
02340,07348,4,2
02340,08422,4,2
02340,08509,4,2
02340,08510,4,2
02340,08799,4,2
02340,08807,4,2
02340,08935,4,2
02341,17664,2,2
02342,04400,4,2
02342,10928,4,2
02343,04400,4,2
02343,10928,4,2
02344,09234,4,2
02344,09255,4,2
02344,09268,4,2
02344,09295,4,2
02344,09299,4,2
02345,04400,4,2
02345,10928,4,2
02346,04400,4,2
02346,10928,4,2
02347,04400,4,2
02347,10928,4,2
02348,04400,4,2
02348,10928,4,2
02349,04400,4,2
02349,10928,4,2
02350,04400,4,2
02350,10928,4,2
02351,09036,4,2
02351,17942,4,2
02352,14667,2,2
02352,14711,2,2
02352,14916,2,2
02352,14921,2,2
02353,15343,2,2
02354,17143,2,2
02354,17220,2,2
02355,04400,4,2
02355,10928,4,2
02356,04400,4,2
02356,10928,4,2
02357,17143,2,2
02358,14889,2,2
02358,15904,2,2
02358,15908,2,2
02358,16401,2,2
02359,04400,4,2
02359,10928,4,2
02360,04400,4,2
02360,10928,4,2
02361,13351,4,2
02361,13371,4,2
02361,13511,4,2
